Order_ID,pH_0_30,BD_0_30,WHC_0_30,TC_Soil_0_30,TN_Soil_0_30,TP_Soil_0_30,C_N_Soil_0_30,Simpson,Shannon_wiener,Pielou,Richness,AGB,Cover_Plant,High_Plant,Number,TC_Plant,TN_Plant,TP_Plant,C_N_Plant,BGB_0_30,TC_Root_0_30,TN_Root_0_30,TP_Root_0_30,Relative_Coverage_Sedges,Relative_Coverage_Grass,Relative_Coverage_Shrubs,Relative_Coverage_Toxic_Plants,Relative_Coverage_Desirable_forbs,Relative_Quantity_Sedges,Relative_Quantity_Grass,Relative_Quantity_Shrubs,Relative_Quantity_Toxic_Plants,Relative_Quantity_Desirable_forbs,Relative_AGB_Sedges,Relative_AGB_Grass,Relative_AGB_Shrubs,Relative_AGB_Toxic_Plants,Relative_AGB_Desirable_forbs,Pi_Sedges,Pi_Grass,Pi_Shrubs,Pi_Toxic_Plants,Pi_Desirable_forbs,Relative_High_Sedges,Relative_High_Grass,Relative_High_Shrubs,Relative_High_Toxic_Plants,Relative_High_Desirable_forbs,Precipitation,Temperature,Growing_season_precipitation
77_3,7.78,1.16,13.44,99.61,7.19,1.68,13.86,0.88,2.33,0.88,14,74.57,80,2,1355,17.69,1.36,0.09,13.01,14662.68,5473.52,151.5,10.06,0.59,0,0,0.24,0.18,0.12,0,0,0.71,0.17,0.48,0,0,0.39,0.13,0.32,0,0,0.46,0.22,0.24,0,0,0.43,0.33,2997,-5.4,2621
77_4,7.88,1.09,11.84,95.29,6.75,1.46,14.12,0.89,2.41,0.91,14,66.42,75,2.5,1539,16.09,1.06,0.05,15.13,25235.93,7779.27,282.28,14.52,0.56,0,0.01,0.22,0.21,0.1,0,0.01,0.68,0.22,0.39,0,0,0.39,0.22,0.28,0,0.04,0.41,0.28,0.18,0,0.1,0.32,0.4,2997,-5.4,2621
77_5,7.91,1,13.85,105.35,8.22,1.53,12.82,0.92,2.63,0.93,17,54.89,60,1.9,916,13.66,0.89,0.06,15.27,10903.42,3584.86,101.4,4.39,0.5,0.07,0,0.18,0.25,0.02,0.01,0,0.58,0.39,0.25,0.01,0,0.3,0.44,0.27,0.08,0,0.33,0.33,0.27,0.16,0,0.22,0.34,3138,-3.7,2779
78_1,7.52,1.01,30.93,117.5,11.48,1.26,10.23,0.89,2.49,0.88,17,164.96,70,3,1545,36.66,2.65,0.19,13.83,15406.21,5474.96,209.48,9.93,0.41,0.02,0.01,0.1,0.46,0.23,0.03,0,0.23,0.51,0.64,0.03,0,0.09,0.24,0.27,0.06,0.03,0.18,0.46,0.17,0.12,0.07,0.21,0.42,3138,-3.7,2779
78_2,7.72,0.83,34.6,113.81,11.58,1.37,9.83,0.88,2.51,0.87,18,117.42,80,3,917,24.1,1.59,0.11,15.11,14012.74,5154.49,150.07,7.03,0.49,0.04,0.02,0.11,0.34,0.2,0.01,0,0.39,0.39,0.46,0.04,0.01,0.11,0.37,0.3,0.05,0.03,0.24,0.38,0.2,0.09,0.08,0.23,0.4,3138,-3.7,2779
78_4,7.54,0.92,27.42,99.03,10.43,1.54,9.49,0.88,2.36,0.87,15,96.01,88,1.9,971,22.23,1.42,0.1,15.71,17304.04,6230.44,180.1,8.42,0.54,0.02,0,0.13,0.31,0.14,0,0,0.56,0.3,0.53,0.01,0,0.18,0.27,0.28,0.05,0,0.3,0.37,0.15,0.14,0,0.22,0.49,3138,-3.7,2779
78_5,7.81,0.8,34.53,133.17,13.67,1.48,9.74,0.87,2.33,0.88,14,87.68,92,2.4,985,14.65,0.93,0.07,15.7,32213.7,11693.92,341.2,14.24,0.57,0.02,0.02,0.08,0.3,0.18,0.02,0.02,0.29,0.5,0.39,0.01,0.02,0.12,0.47,0.32,0.06,0.05,0.18,0.39,0.21,0.14,0.11,0.16,0.39,3369,-4.4,3029
79_1,7.33,1.07,13.59,74.25,7.95,1.58,9.34,0.86,2.18,0.88,12,142.4,45,2,1270,11.6,0.77,0.07,15.04,10549.85,3147.87,156.62,11.14,0,0.09,0,0.07,0.84,0,0.09,0,0.12,0.79,0,0.25,0,0.02,0.73,0,0.13,0,0.1,0.77,0,0.22,0,0.11,0.67,3369,-4.4,3029
79_2,6.56,1.04,17.03,68.48,7.84,1.68,8.73,0.76,2,0.74,15,150.58,95,5,2306,21.4,1.38,0.1,15.52,18403.74,6633.06,286.58,11.63,0.11,0.03,0,0.03,0.83,0.03,0.09,0,0.02,0.86,0.14,0.34,0,0.01,0.51,0.12,0.11,0,0.05,0.72,0.21,0.2,0,0.11,0.48,3369,-4.4,3029
79_3,6.96,1.04,18.24,77,8.71,1.72,8.84,0.91,2.7,0.89,21,223.16,95,4,2027,5.59,0.35,0.03,15.76,10214.48,4050.39,117.74,5.64,0.08,0.35,0,0.23,0.35,0.04,0.12,0,0.46,0.38,0.06,0.28,0,0.32,0.34,0.08,0.19,0,0.36,0.37,0.11,0.09,0,0.4,0.4,3369,-4.4,3029
79_4,7.34,1.14,15.32,84.15,8.91,1.79,9.45,0.92,2.87,0.86,28,213.85,65,1.6,2562,28.76,1.75,0.14,16.45,19602.24,5610.04,287.93,16.4,0.06,0.06,0,0.07,0.8,0.04,0.02,0,0.08,0.85,0.08,0.08,0,0.04,0.8,0.06,0.07,0,0.13,0.74,0.08,0.11,0,0.25,0.56,3369,-4.4,3029
80_1,7.95,1.14,6.75,111.59,8.46,2.53,13.19,0.73,1.79,0.72,12,510.99,40,30,237,10.88,0.71,0.04,15.39,11811.45,4379.81,212.79,6.25,0.02,0.04,0,0.71,0.24,0.2,0.13,0,0.15,0.51,0,0.01,0,0.98,0.01,0.1,0.08,0,0.5,0.32,0.08,0.06,0,0.64,0.22,2498,-3.1,2153
80_2,7.75,1.17,9.39,117.57,10.46,1.7,11.24,0.69,1.63,0.74,9,276.19,35,35,164,27.98,1.64,0.08,17.05,17571.82,7039.99,416.88,10.11,0.05,0.05,0,0.74,0.17,0.03,0.18,0,0.32,0.47,0,0.02,0,0.96,0.02,0.06,0.1,0,0.57,0.28,0.09,0.07,0,0.64,0.19,2498,-3.1,2153
80_3,7.34,1.05,20.13,127.78,10.77,2.56,11.87,0.6,1.31,0.67,7,100.24,28,38,135,10.9,0.83,0.06,13.17,9372.16,3709.75,202.91,7.34,0,0.11,0,0.73,0.16,0,0.34,0,0.52,0.14,0,0.03,0,0.95,0.03,0,0.18,0,0.66,0.16,0,0.1,0,0.74,0.17,2498,-3.1,2153
80_4,7.83,1.05,21.09,106.43,7.83,2.07,13.59,0.7,1.61,0.77,8,96.16,88,7.5,374,9.81,0.82,0.06,11.96,9598.34,3936.47,194.65,9.29,0,0.72,0,0.07,0.21,0,0.44,0,0.14,0.42,0,0.71,0,0.06,0.24,0,0.51,0,0.1,0.39,0,0.36,0,0.11,0.53,2498,-3.1,2153
80_5,7.98,1.14,6.84,113.1,7.59,2.35,14.9,0.81,1.85,0.89,8,37.98,55,2,547,11.21,0.82,0.05,13.66,8074.87,3153.4,162.18,5.5,0.43,0.07,0,0.12,0.38,0.21,0.07,0,0.07,0.65,0.38,0.02,0,0.18,0.42,0.28,0.12,0,0.08,0.52,0.19,0.23,0,0.04,0.54,2682,-5.2,2342
81_1,7.95,1.4,11.99,94.98,3.94,1.89,24.11,0.77,1.84,0.8,10,103.55,40,3,517,37.47,1.39,0.11,26.94,9723.12,3457.66,114.35,7.39,0.48,0,0,0.05,0.48,0.55,0,0,0.05,0.4,0.92,0,0,0.01,0.07,0.42,0,0,0.1,0.49,0.22,0,0,0.19,0.59,2682,-5.2,2342
81_2,7.88,1.37,16.98,103.1,4.66,2.24,22.13,0.75,1.65,0.79,8,51.12,80,1.4,521,49.92,1.73,0.13,28.83,8074.87,2642.06,97.88,5.21,0.76,0,0,0.09,0.16,0.26,0,0,0.45,0.28,0.84,0,0,0.1,0.07,0.42,0,0,0.27,0.31,0.24,0,0,0.26,0.5,2682,-5.2,2342
81_3,7.88,1.24,18.56,115.5,5.22,2.13,22.14,0.76,1.59,0.89,6,32.75,90,3.8,401,42.78,1.54,0.1,27.81,4484.6,1622.2,48.81,2.68,0.64,0,0,0.01,0.35,0.33,0,0,0.01,0.66,0,0,0,0.03,0.97,0.41,0,0,0.07,0.52,0.24,0,0,0.19,0.57,2682,-5.2,2342
81_4,8.09,1.37,16.98,101.45,4.77,2.35,21.25,0.66,1.28,0.79,5,10.56,38,0.5,255,72.73,2.41,0.18,30.2,1411.67,431.17,18.82,1.1,0,0.42,0,0,0.58,0,0.61,0,0,0.39,0,0.78,0,0,0.22,0,0.49,0,0,0.51,0,0.44,0,0,0.56,2682,-5.2,2342
81_5,8.23,1.23,17.64,83.56,4.06,1.72,20.59,0.87,2.17,0.91,11,20.31,15,1,409,152.23,5.2,0.37,29.28,3769.66,891.6,37.14,2.05,0.04,0.04,0,0.15,0.77,0.11,0.03,0,0.13,0.72,0.08,0.01,0,0.07,0.84,0.09,0.1,0,0.17,0.64,0.11,0.23,0,0.22,0.43,3884,-2.1,3498
82_1,7.79,0.84,45.09,140.86,12.02,0.99,11.72,0.89,2.61,0.89,19,174.14,75,3,1304,32.58,1.95,0.12,16.74,25313.92,6884.24,275.2,16.13,0.45,0.04,0.02,0.05,0.45,0.29,0.05,0.01,0.14,0.51,0.45,0.03,0,0.04,0.48,0.27,0.08,0.03,0.12,0.5,0.06,0.16,0.07,0.17,0.55,3884,-2.1,3498
82_2,7.56,0.71,53.6,115.7,11.18,0.74,10.34,0.84,2.16,0.84,13,179.78,90,5,1055,42.78,2.64,0.17,16.23,26322.63,9076.69,280.9,12.32,0.41,0.04,0,0.06,0.5,0.42,0.07,0,0.13,0.38,0.4,0.06,0,0.06,0.48,0.3,0.1,0,0.11,0.48,0.09,0.2,0,0.15,0.56,3884,-2.1,3498
82_3,7.74,0.8,40.14,128.5,12.95,1.06,9.92,0.88,2.4,0.87,16,239.23,97,4.5,687,44.07,2.67,0.16,16.48,23405.69,9127.35,304.88,14.85,0.37,0.17,0,0.05,0.41,0.24,0.12,0,0.07,0.57,0,0.56,0,0,0.43,0.21,0.18,0,0.11,0.5,0.03,0.25,0,0.21,0.51,3884,-2.1,3498
82_4,7.72,0.76,50.09,126.87,12.52,0.95,10.13,0.92,2.81,0.9,23,136.66,92,8.7,1142,41.48,2.81,0.19,14.78,16056.15,5499.62,199.02,10.42,0.3,0.11,0,0.21,0.38,0.13,0.11,0,0.19,0.57,0.37,0.14,0,0.1,0.39,0.16,0.13,0,0.27,0.43,0.06,0.17,0,0.42,0.35,3884,-2.1,3498
82_5,7.56,0.73,40.42,111.74,10.78,0.85,10.37,0.89,2.52,0.89,17,132.9,92,4,523,41.37,2.5,0.16,16.58,25532.3,9393.24,279.23,11.15,0.41,0.13,0,0.1,0.36,0.29,0.09,0,0.31,0.31,0,0.54,0,0.13,0.33,0.27,0.15,0,0.22,0.36,0.11,0.24,0,0.25,0.39,4270,0.6,3823
83_1,7.64,1.04,26.1,128.04,8.54,1.64,15,0.83,2.03,0.85,11,171.03,65,2,1158,22.24,1.34,0.06,16.56,14569.09,4882.45,151.3,7.55,0.27,0.02,0,0.09,0.62,0.26,0.13,0,0.14,0.47,0.55,0.04,0,0.23,0.18,0.26,0.11,0,0.23,0.4,0.26,0.16,0,0.45,0.13,4270,0.6,3823
83_2,6.74,0.9,28.46,163.88,16.17,2.03,10.14,0.79,1.77,0.85,8,118.79,75,3,1234,25.15,2,0.14,12.55,20746.13,6141.26,245.88,15.2,0.71,0.18,0,0.01,0.11,0.32,0.2,0,0,0.47,0.7,0.11,0,0,0.19,0.47,0.22,0,0.03,0.28,0.38,0.28,0,0.09,0.25,4270,0.6,3823
83_3,6.64,0.99,21.05,134.84,9.71,1.82,13.89,0.85,2.13,0.83,13,65.83,98,6.5,253,16.41,1.15,0.08,14.24,16258.94,5147.03,208.96,11.47,0.36,0.43,0,0.15,0.05,0.26,0.31,0,0.37,0.07,0.42,0.34,0,0.22,0.02,0.25,0.35,0,0.33,0.07,0.12,0.32,0,0.47,0.09,4270,0.6,3823
83_4,6.87,0.88,22.13,155.1,13.99,1.86,11.09,0.84,2.1,0.84,12,95.38,90,4,790,20.61,1.19,0.06,17.35,17361.24,5294.74,204.62,11.54,0.56,0.06,0,0.11,0.27,0.15,0.04,0,0.08,0.74,0.43,0.17,0,0.15,0.25,0.26,0.08,0,0.27,0.39,0.08,0.14,0,0.62,0.16,4270,0.6,3823
83_5,7.34,0.95,21.04,151.98,13.08,1.93,11.62,0.88,2.3,0.9,13,70.98,100,5.3,530,16.92,0.88,0.05,19.15,17540.62,5436.77,233.29,11.67,0.31,0.35,0,0.18,0.15,0.17,0.19,0,0.27,0.37,0.22,0.21,0,0.38,0.19,0.19,0.27,0,0.32,0.22,0.08,0.28,0,0.5,0.14,3749,-0.2,3389
84_1,7.44,0.92,32.22,118.32,12.13,1.37,9.75,0.82,1.88,0.85,9,136.72,80,4,1078,40.19,3.1,0.19,12.97,20535.55,5181.09,255.78,11.93,0.32,0.43,0,0.07,0.18,0.17,0.26,0,0.03,0.54,0.28,0.39,0,0.14,0.18,0.25,0.31,0,0.13,0.31,0.26,0.24,0,0.3,0.2,3749,-0.2,3389
84_2,7.53,0.86,30.72,122.88,12.6,1.64,9.75,0.78,1.75,0.8,9,133.46,4,75,812,37.56,2.57,0.13,14.64,18252.96,5859.2,260.99,10.98,0.82,0.04,0,0.06,0.08,0.69,0.13,0,0.06,0.12,0.74,0.03,0,0.18,0.04,0.59,0.14,0,0.13,0.13,0.27,0.25,0,0.28,0.2,3740,-0.1,3376
84_3,6.6,0.88,38.72,128.69,12.86,1.76,10.01,0.87,2.35,0.85,16,151.53,97,5.6,487,56.45,4.39,0.21,12.86,20597.95,7411.41,279.35,10.75,0.66,0.09,0,0.15,0.11,0.34,0.15,0,0.18,0.32,0.22,0.34,0,0.41,0.03,0.37,0.2,0,0.24,0.19,0.12,0.35,0,0.39,0.14,3740,-0.1,3376
84_4,7.17,0.91,39.92,95.91,11.06,1.46,8.67,0.86,2.18,0.83,14,68.38,93,3.5,765,35.74,2.84,0.14,12.58,18757.31,5856.55,216.9,10,0.52,0.2,0,0.07,0.21,0.27,0.15,0,0.04,0.54,0.24,0.33,0,0.12,0.31,0.33,0.23,0,0.13,0.31,0.19,0.35,0,0.3,0.17,3740,-0.1,3376
84_5,6.78,0.86,40.13,117.75,12.24,1.59,9.62,0.87,2.22,0.87,13,138.86,90,6,512,40.18,2.95,0.14,13.62,21034.71,6277.71,297.25,11.86,0.55,0.21,0,0.09,0.15,0.3,0.23,0,0.08,0.38,0.29,0.21,0,0.39,0.12,0.33,0.25,0,0.17,0.25,0.15,0.29,0,0.34,0.22,4653,-3.7,4151
85_1,6.87,0.83,54.51,105.17,10.85,1.45,9.69,0.92,2.72,0.91,20,185.21,40,2,1584,27.57,1.79,0.13,15.41,3548.68,1389.3,62.35,2.22,0.11,0.05,0.09,0.15,0.59,0.07,0.02,0.04,0.21,0.66,0.12,0.02,0.52,0.09,0.26,0.11,0.06,0.09,0.16,0.59,0.14,0.1,0.13,0.12,0.5,4576,-3.3,4090
85_2,6.89,0.85,74.37,76.44,7.77,1.08,9.84,0.91,2.65,0.9,19,118.24,30,2,867,16.24,1.73,0.12,9.41,3283.5,1340.68,54.04,2.04,0.1,0.03,0.02,0.18,0.67,0.08,0.03,0,0.16,0.73,0.16,0.03,0,0.12,0.69,0.11,0.05,0.04,0.16,0.64,0.16,0.1,0.1,0.14,0.51,4653,-3.7,4151
85_3,6.78,0.82,66.79,91.18,9.14,1.07,9.98,0.91,2.69,0.89,21,143.03,80,5.8,1241,55.88,4.07,0.26,13.72,5469.91,2200.24,84.43,3.03,0.03,0.3,0.02,0.28,0.37,0.01,0.15,0.03,0.35,0.47,0.02,0.21,0.23,0.17,0.37,0.03,0.19,0.03,0.34,0.41,0.05,0.12,0.04,0.4,0.4,4576,-3.3,4090
85_4,7.01,0.83,64.5,103.91,10.45,1.16,9.94,0.9,2.58,0.88,19,194.29,52,5,1301,141.08,10.23,0.67,13.79,2916.94,1026.83,43.48,1.73,0.01,0.32,0.06,0.2,0.42,0.03,0.11,0.04,0.17,0.65,0.02,0.19,0.16,0.17,0.46,0.04,0.21,0.06,0.21,0.49,0.08,0.21,0.07,0.25,0.39,4653,-3.7,4151
85_5,7.03,0.81,63.85,72.78,7.82,1,9.31,0.9,2.57,0.89,18,127.76,45,7.5,991,35.83,2.49,0.16,14.4,10011.7,3658.8,170.99,6.47,0.08,0.22,0.03,0.13,0.54,0.01,0,0.02,0.18,0.78,0.03,0.22,0.14,0.07,0.54,0.05,0.11,0.05,0.21,0.58,0.07,0.11,0.11,0.31,0.41,4534,-0.4,4064
86_1,7.52,0.83,48.87,89.64,8.35,0.7,10.73,0.81,2.34,0.77,21,57.5,75,2,747,12.91,0.73,0.04,17.8,26054.86,7017.74,288.47,13.22,0.7,0.02,0,0.08,0.2,0.44,0.1,0,0.14,0.33,0.65,0.06,0,0.12,0.17,0.41,0.07,0,0.14,0.37,0.11,0.11,0,0.2,0.58,4534,-0.4,4064
86_2,7.52,0.73,37.33,133.3,13.04,0.86,10.22,0.86,2.24,0.85,14,92.82,65,2,1606,18.12,0.94,0.05,19.33,20449.76,6995.65,248.1,9.89,0.51,0.02,0,0.05,0.41,0.19,0.02,0,0.02,0.77,0.41,0.01,0,0.09,0.5,0.32,0.08,0,0.08,0.53,0.24,0.2,0,0.15,0.4,4521,-0.6,4046
86_3,7.62,0.68,40.78,123.9,12.02,0.96,10.31,0.89,2.34,0.91,13,59.77,90,6,852,19.7,1.01,0.06,19.46,49405.95,9850.02,513.82,29.69,0.51,0.13,0,0.1,0.26,0.22,0.1,0,0.26,0.41,0.6,0.1,0,0.12,0.18,0.3,0.22,0,0.17,0.31,0.17,0.42,0,0.15,0.26,4534,-0.4,4064
86_4,7.51,0.79,49.07,101.96,9.88,0.7,10.32,0.85,2.11,0.85,12,53.33,80,2.4,913,17.59,0.95,0.06,18.6,33661.77,10655.67,410.5,18.08,0.62,0.06,0,0.08,0.24,0.1,0.1,0,0.06,0.74,0.2,0.49,0,0.06,0.26,0.35,0.14,0,0.1,0.42,0.32,0.26,0,0.16,0.27,4514,-0.3,4043
86_5,7.54,0.81,45.64,100.25,9.68,0.73,10.35,0.76,1.65,0.75,9,54.46,98,3,933,20.56,1.09,0.06,18.89,26902.38,7675.91,325.67,15.17,0.6,0.06,0,0.04,0.3,0.1,0.07,0,0.05,0.79,0.49,0.16,0,0.02,0.33,0.26,0.19,0,0.08,0.46,0.1,0.45,0,0.14,0.31,4760,-0.6,4204
87_1,7.44,0.81,45.39,145.49,13.68,1.56,10.64,0.86,2.43,0.81,20,173.55,85,4,1104,34.08,1.93,0.11,17.69,14615.88,5062.36,185.77,7.95,0.48,0.09,0,0.07,0.36,0.44,0.12,0,0.05,0.39,0.8,0.08,0,0.02,0.11,0.4,0.11,0,0.11,0.39,0.27,0.12,0,0.2,0.41,4776,-0.8,4214
87_2,7.55,1.02,37.19,144.37,14.34,1.77,10.07,0.84,2.19,0.79,16,133.38,75,3,1009,36.48,2.04,0.11,17.92,8735.21,2815.27,115.27,4.81,0.61,0.16,0,0.16,0.07,0.18,0.15,0,0.61,0.06,0.73,0.09,0,0.14,0.04,0.35,0.15,0,0.37,0.13,0.26,0.16,0,0.34,0.24,4776,-0.8,4214
87_3,6.92,0.89,46.21,142.47,15.67,1.76,9.09,0.87,2.37,0.84,17,146.17,100,5,1349,15.99,0.87,0.05,18.38,11735.34,3653.73,183.36,8.45,0.28,0.01,0,0.52,0.19,0.14,0.01,0,0.69,0.17,0.45,0,0,0.31,0.24,0.2,0.07,0,0.5,0.22,0.2,0.2,0,0.3,0.31,4760,-0.6,4204
87_4,7.51,0.87,43.23,140.3,14.27,1.62,9.83,0.89,2.48,0.87,17,113.86,98,7,1218,32.78,1.93,0.09,16.94,13516.18,4552.25,198.11,9.84,0.13,0.38,0,0.14,0.35,0.07,0.18,0,0.43,0.32,0.12,0.56,0,0.15,0.18,0.09,0.24,0,0.31,0.35,0.08,0.17,0,0.36,0.39,4760,-0.6,4204
87_5,7.48,0.92,44.6,140.39,13.53,1.5,10.38,0.87,2.4,0.85,17,118.98,100,2.5,1355,41.45,2.08,0.13,19.9,16058.75,5349.2,212.63,9.75,0.14,0.29,0,0.43,0.13,0.06,0.04,0,0.66,0.24,0.39,0,0,0.48,0.13,0.08,0.18,0,0.49,0.25,0.05,0.21,0,0.36,0.38,4952,-0.5,4377
88_1,7.52,0.84,36.36,116.47,11.65,1.54,10,0.91,2.67,0.89,20,165.22,85,2,2623,12.97,0.8,0.05,16.12,7879.89,2458.65,99.95,4.87,0.27,0.02,0,0.2,0.51,0.1,0.02,0,0.42,0.46,0.65,0.01,0,0.06,0.28,0.22,0.05,0,0.28,0.46,0.28,0.11,0,0.21,0.4,4939,-0.4,4364
88_2,6.89,0.77,41.45,119.32,13.25,1.39,9,0.9,2.59,0.88,19,114.94,65,3,1011,21.72,1.32,0.09,16.4,6871.18,2226.28,103.53,4.85,0.41,0.05,0,0.12,0.41,0.3,0.04,0,0.17,0.49,0.55,0.04,0,0.1,0.31,0.33,0.06,0,0.18,0.43,0.27,0.1,0,0.25,0.39,4952,-0.5,4377
88_3,7.47,0.94,35.08,125.02,12.75,1.67,9.8,0.88,2.48,0.86,18,219.64,100,3,1776,28.6,1.83,0.1,15.62,6299.23,2439.38,112.5,5.01,0.21,0.43,0,0.1,0.27,0.08,0.55,0,0.08,0.29,0.33,0.02,0,0.02,0.63,0.17,0.37,0,0.17,0.29,0.23,0.15,0,0.32,0.3,4939,-0.4,4364
88_4,7.36,0.85,34.37,111.6,11.54,1.39,9.67,0.87,2.41,0.82,19,88.15,91,2,1518,20.97,1.23,0.08,17.06,18999.09,5540.89,214.21,10.11,0.55,0.01,0,0.19,0.25,0.17,0,0,0.55,0.28,0.49,0,0,0.32,0.19,0.35,0.05,0,0.31,0.29,0.32,0.15,0,0.2,0.33,4939,-0.4,4364
88_5,7.14,0.9,35.05,119.54,13.35,1.69,8.95,0.91,2.7,0.89,21,76.33,95,2.5,1670,23.49,1.31,0.07,17.93,10443.26,3737.37,151.08,7.13,0.42,0.02,0,0.16,0.4,0.09,0.01,0,0.24,0.66,0.35,0.02,0,0.14,0.49,0.26,0.07,0,0.22,0.46,0.25,0.17,0,0.26,0.32,4474,1,3916
89_1,7.49,0.89,32.73,147.5,14.38,1.23,10.26,0.87,2.36,0.83,17,125.66,90,2,1565,15.23,1.03,0.07,14.76,15281.42,3887.85,183.69,10.63,0.5,0.02,0,0.22,0.26,0.16,0.02,0,0.52,0.3,0.39,0.01,0,0.39,0.21,0.3,0.04,0,0.36,0.31,0.22,0.08,0,0.34,0.36,4442,1,3884
89_2,7.63,0.83,40.03,161.03,14.79,1.24,10.89,0.88,2.43,0.84,18,206.98,80,2.6,1616,15.54,0.96,0.06,16.16,13082.02,4753.37,163.57,6.38,0.65,0.01,0,0.19,0.16,0.15,0.01,0,0.67,0.18,0.46,0,0,0.46,0.08,0.33,0.02,0,0.44,0.21,0.19,0.06,0,0.45,0.3,4474,1,3916
89_3,7.46,0.8,32.91,152.53,14.14,1.12,10.79,0.88,2.4,0.87,16,97.62,90,2.5,1536,19.81,1.22,0.07,16.21,18113.35,5568.69,203.7,9.95,0.48,0,0,0.2,0.32,0.11,0,0,0.67,0.22,0.34,0,0,0.4,0.26,0.24,0,0,0.48,0.28,0.13,0,0,0.57,0.3,4474,1,3916
89_4,7.63,0.88,25.48,148.25,13.39,1.13,11.07,0.87,2.32,0.84,16,43.7,88,2,887,17.84,1.14,0.07,15.64,35736.38,9388.3,381.36,19.14,0.63,0.02,0,0.12,0.23,0,0,0,0.38,0.62,0.36,0.02,0,0.3,0.33,0.25,0.07,0,0.34,0.35,0.12,0.17,0,0.51,0.2,4474,1,3916
89_5,7.56,0.73,27.01,133.44,12.63,1.51,10.56,0.86,2.24,0.85,14,42.57,100,2.5,970,9.81,0.62,0.03,15.92,27617.31,6975.14,315.39,15.75,0.64,0.02,0,0.18,0.16,0.02,0.01,0,0.56,0.41,0.5,0,0,0.31,0.19,0.29,0.09,0,0.36,0.26,0.21,0.24,0,0.34,0.22,3956,2.7,3495
90_1,8.16,1.1,13.76,138.13,7.62,2.13,18.13,0.85,2.27,0.84,15,72.28,20,6,448,14.57,0.81,0.04,17.99,3530.48,1308.32,44.73,1.42,0.16,0.32,0,0.23,0.29,0.38,0.33,0,0.19,0.1,0.32,0.27,0,0.31,0.09,0.21,0.28,0,0.26,0.25,0.08,0.18,0,0.36,0.37,3956,2.7,3495
90_2,8.03,1.08,16.22,149.86,7.43,2.19,20.18,0.83,2.03,0.85,11,120.71,25,3,958,19.62,1.1,0.05,17.79,5186.53,2083.81,55.53,2.12,0.12,0.12,0,0.49,0.27,0.19,0.08,0,0.66,0.08,0.11,0.08,0,0.73,0.08,0.18,0.13,0,0.47,0.21,0.24,0.2,0,0.27,0.29,3956,2.7,3495
90_3,7.85,0.93,19.28,156.44,8.45,1.39,18.51,0.86,2.3,0.83,16,125.35,35,3.8,532,23.69,1.24,0.07,19.07,6613.8,2367.43,83.27,2.77,0.18,0.05,0,0.16,0.6,0.05,0.23,0,0.05,0.67,0.07,0.1,0,0.02,0.81,0.1,0.16,0,0.19,0.55,0.07,0.2,0,0.37,0.37,3956,2.7,3495
90_4,8.05,1.03,14.05,130.58,9.49,1.63,13.77,0.87,2.3,0.87,14,140.5,33,3,800,29.64,1.82,0.1,16.31,3382.3,1353.13,39.55,1.54,0.18,0,0,0.53,0.29,0.3,0,0,0.53,0.17,0.1,0,0,0.79,0.11,0.21,0,0,0.49,0.3,0.15,0,0,0.42,0.43,3956,2.7,3495
90_5,8.1,1.01,13.8,130.83,7.11,2,18.41,0.8,1.96,0.77,13,71.85,60,7,658,16.56,0.87,0.04,19.09,6000.26,2314.07,75.63,2.47,0.5,0.06,0,0.35,0.09,0.37,0.02,0,0.57,0.04,0.21,0.01,0,0.74,0.03,0.38,0.09,0,0.43,0.1,0.26,0.2,0,0.36,0.18,2512,-3.6,2134
91_1,8,1,7.85,145.31,13.44,1.87,10.81,0.82,1.85,0.89,8,160.61,40,3,1182,28.7,1.77,0.11,16.25,7521.12,2237.55,83.5,5.08,0,0.51,0,0.24,0.25,0,0.54,0,0.11,0.35,0,0.43,0,0.42,0.16,0,0.5,0,0.24,0.27,0,0.43,0,0.37,0.19,2512,-3.6,2134
91_2,7.99,1,7.85,140.49,11.6,1.38,12.11,0.77,1.61,0.83,7,141.82,40,3,903,21.9,1.28,0.07,17.08,9416.35,2711.48,130.22,6.52,0,0.52,0,0.23,0.25,0,0.6,0,0.04,0.36,0,0.5,0,0.28,0.22,0,0.57,0,0.17,0.26,0,0.58,0,0.25,0.18,2522,-3.8,2147
91_3,7.99,1,7.85,168.8,16.48,1.86,10.24,0.72,1.38,0.86,5,86.19,50,5.5,193,27.09,1.84,0.11,14.7,12832.45,3084.67,167.51,9.79,0.23,0.28,0,0.42,0.07,0.24,0.24,0,0.41,0.12,0,0.58,0,0.42,0,0.24,0.32,0,0.34,0.11,0.25,0.43,0,0.19,0.13,2522,-3.8,2147
91_4,7.58,1,7.85,166.36,15.59,2.04,10.67,0.87,2.19,0.91,11,148.16,48,7.5,1023,29.59,1.83,0.12,16.19,5074.74,1625.45,66.35,4.19,0.04,0.22,0,0.39,0.35,0,0.08,0,0.53,0.39,0,0.26,0,0.48,0.27,0.05,0.15,0,0.47,0.32,0.1,0.17,0,0.5,0.23,2522,-3.8,2147
